ID	logFC	Gene.symbol	Gene.title
218136_s_at	0.07096304	SLC25A37	solute carrier family 25 member 37
213818_x_at	0.07089108	TMEM223	transmembrane protein 223
47105_at	-0.1110221	DUS2	dihydrouridine synthase 2
201283_s_at	0.10231014	TRAK1	trafficking kinesin protein 1
221167_s_at	-0.07928758	CCDC70	coiled-coil domain containing 70
220449_at	0.09582934	LINC01260	long intergenic non-protein coding RNA 1260
221492_s_at	-0.06770435	ATG3	autophagy related 3
219955_at	0.0684662	L1TD1	LINE1 type transposase domain containing 1
203094_at	-0.08530847	MAD2L1BP	MAD2L1 binding protein
206903_at	0.0754907	EXOG	endo/exonuclease (5'-3'), endonuclease G-like
208374_s_at	-0.06941414	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1
206347_at	0.14539971	PDK3	pyruvate dehydrogenase kinase 3
216767_at	0.11501541		
217918_at	0.08579668	DYNLRB1	dynein light chain roadblock-type 1
205874_at	0.0726821	ITPKA	inositol-trisphosphate 3-kinase A
206895_at	0.09679628	PPP1R3A	protein phosphatase 1 regulatory subunit 3A
206998_x_at	-0.09358598	PRB3	proline rich protein BstNI subfamily 3
216690_at	0.07562074	OR7C1	olfactory receptor family 7 subfamily C member 1
207360_s_at	0.07636015	NTSR1	neurotensin receptor 1 (high affinity)
204899_s_at	-0.08130147	SAP30	Sin3A associated protein 30
218127_at	0.08025948	NFYB	nuclear transcription factor Y subunit beta
214129_at	0.10151561	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
216215_s_at	0.07808575	RBFOX2	RNA binding protein, fox-1 homolog 2
213081_at	0.06145705	ZBTB22	zinc finger and BTB domain containing 22
202578_s_at	0.08050522	DDX19A	DEAD-box helicase 19A
214623_at	0.10171156	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1
210465_s_at	-0.08849538	SNAPC3	small nuclear RNA activating complex polypeptide 3
210367_s_at	0.0708946	PTGES	prostaglandin E synthase
216792_at	0.08624448		
221068_at	0.09380701	KANK2	KN motif and ankyrin repeat domains 2
218268_at	0.10739048	TBC1D15	TBC1 domain family member 15
206681_x_at	-0.09474348	GP2	glycoprotein 2
204525_at	0.10652348	PHF14	PHD finger protein 14
219484_at	0.08413034	HCFC2	host cell factor C2
203230_at	0.06731327	DVL1	dishevelled segment polarity protein 1
214575_s_at	-0.07846674	AZU1	azurocidin 1
205865_at	-0.09030388	ARID3A	AT-rich interaction domain 3A
208107_s_at	-0.08556036	LOC81691	exonuclease NEF-sp
212992_at	-0.07954176	AHNAK2	AHNAK nucleoprotein 2
203028_s_at	0.0769728	CYBA	cytochrome b-245 alpha chain
210400_at	0.07476973	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
207527_at	0.07054965	KCNJ9	potassium voltage-gated channel subfamily J member 9
213606_s_at	0.09687277	ARHGDIA	Rho GDP dissociation inhibitor alpha
208938_at	0.08450956	PRCC	papillary renal cell carcinoma (translocation-associated)
221274_s_at	-0.10359078	LMAN2L	lectin, mannose binding 2 like
212790_x_at	-0.08297874	RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	ribosomal protein L13a pseudogene 5///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a
221332_at	-0.06121375	BMP15	bone morphogenetic protein 15
206886_x_at	-0.06753016	GH1	growth hormone 1
202117_at	0.08754817	ARHGAP1	Rho GTPase activating protein 1
221683_s_at	-0.1007166	CEP290	centrosomal protein 290
203309_s_at	0.06274427	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
203677_s_at	0.13157432	TARBP2	TARBP2, RISC loading complex RNA binding subunit
214797_s_at	-0.09832397	CDK18	cyclin dependent kinase 18
47560_at	-0.07005877	ADGRL1	adhesion G protein-coupled receptor L1
221180_at	0.06584112	MAP3K19	mitogen-activated protein kinase kinase kinase 19
206141_at	-0.08074836	MOCS3	molybdenum cofactor synthesis 3
203935_at	-0.08430439	ACVR1	activin A receptor type 1
208275_x_at	-0.13988932	UTF1	undifferentiated embryonic cell transcription factor 1
205394_at	0.0682622	CHEK1	checkpoint kinase 1
201050_at	0.11630785	PLD3	phospholipase D family member 3
203072_at	-0.08929873	MYO1E	myosin IE
210507_s_at	0.08207343	AVIL	advillin
209848_s_at	-0.0925529	PMEL	premelanosome protein
203410_at	-0.07673306	AP3M2	adaptor related protein complex 3 mu 2 subunit
216302_at	0.11163696	HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 4///heterogeneous nuclear ribonucleoprotein C-like 3///heterogeneous nuclear ribonucleoprotein C-like 2///heterogeneous nuclear ribonucleoprotein C-like 1
210386_s_at	0.13472493	MTX1	metaxin 1
202978_s_at	-0.08829448	CREBZF	CREB/ATF bZIP transcription factor
207405_s_at	-0.06487953	RAD17	RAD17 checkpoint clamp loader component
202757_at	0.08592838	NELFB	negative elongation factor complex member B
221200_at	-0.10304246	ERVK3-2	endogenous retrovirus group K3 member 2
219761_at	-0.07742319	CLEC1A	C-type lectin domain family 1 member A
203840_at	0.12977324	BLZF1	basic leucine zipper nuclear factor 1
213777_s_at	0.08431337		
215603_x_at	-0.13020143	LOC102724197///LOC100132705///GGT2///GGTLC1///GGTLC2///GGT3P///GGT1	inactive gamma-glutamyltranspeptidase 2-like///immunoglobulin superfamily member 3-like///gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1
204117_at	0.080283	PREP	prolyl endopeptidase
212779_at	-0.10399815	KIAA1109	KIAA1109
216694_at	0.06863467	PQLC3	PQ loop repeat containing 3
47608_at	0.06059778	TJAP1	tight junction associated protein 1
215212_at	-0.13571199		
217440_at	0.09611973		
214633_at	-0.0812176	SOX3	SRY-box 3
218721_s_at	0.07989215	C1orf27	chromosome 1 open reading frame 27
222244_s_at	0.07833809	TUG1	taurine up-regulated 1 (non-protein coding)
219368_at	0.07697189	NAP1L2	nucleosome assembly protein 1 like 2
208031_s_at	-0.0721959	RFX2	regulatory factor X2
203056_s_at	0.0627126	PRDM2	PR/SET domain 2
209382_at	-0.11160974	POLR3C	RNA polymerase III subunit C
218229_s_at	-0.06420503	POGK	pogo transposable element with KRAB domain
205135_s_at	-0.11346	NUFIP1	NUFIP1, FMR1 interacting protein 1
49051_g_at	0.15537106	DTX3	deltex E3 ubiquitin ligase 3
206684_s_at	0.06802867	ATF7	activating transcription factor 7
206722_s_at	-0.11498921	LPAR2	lysophosphatidic acid receptor 2
206276_at	-0.08291539	LY6D	lymphocyte antigen 6 complex, locus D
213213_at	-0.05834158	DIDO1	death inducer-obliterator 1
216529_at	-0.0981083		
200885_at	-0.09787455	RHOC	ras homolog family member C
214323_s_at	0.06414246	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
201128_s_at	-0.06243847	ACLY	ATP citrate lyase
215386_at	0.05738282		
209923_s_at	0.10580979	BRAP	BRCA1 associated protein
212391_x_at	-0.06013411	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
209997_x_at	0.14253455	PCM1	pericentriolar material 1
211131_s_at	0.09968836	EDA	ectodysplasin A
207907_at	0.08634902	TNFSF14	tumor necrosis factor superfamily member 14
214879_x_at	0.06756236	USF2	upstream transcription factor 2, c-fos interacting
213245_at	-0.1025796	ADCY1	adenylate cyclase 1
212106_at	0.09485718	FAF2	Fas associated factor family member 2
202255_s_at	-0.0649951	SIPA1L1	signal induced proliferation associated 1 like 1
206853_s_at	-0.09288501	MAP3K7	mitogen-activated protein kinase kinase kinase 7
204697_s_at	0.11284676	CHGA	chromogranin A
212624_s_at	0.06699008	CHN1	chimerin 1
202411_at	-0.14263247	IFI27	interferon alpha inducible protein 27
211038_s_at	-0.10268318	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2
217514_at	-0.11967437	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
208532_x_at	-0.08781541	KRTAP5-8	keratin associated protein 5-8
206334_at	0.10028978	LIPF	lipase F, gastric type
221668_s_at	-0.09254192	DNAI2	dynein axonemal intermediate chain 2
213704_at	0.07262541	SNORD45C///SNORD45A///SNORD45B///RABGGTB	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit
221300_at	0.07895392	NPAP1	nuclear pore associated protein 1
218591_s_at	-0.11253441	NOL10	nucleolar protein 10
205944_s_at	0.08905765	CLTCL1	clathrin heavy chain like 1
212045_at	0.07381085	GLG1	golgi glycoprotein 1
217354_s_at	0.08298893	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
209560_s_at	-0.11667964	DLK1	delta like non-canonical Notch ligand 1
205703_at	0.06476883	ATP6V0A2	ATPase H+ transporting V0 subunit a2
41037_at	0.1194445	TEAD4	TEA domain transcription factor 4
214161_at	-0.07833786	OSGIN2	oxidative stress induced growth inhibitor family member 2
210208_x_at	0.12328405	BAG6	BCL2 associated athanogene 6
218008_at	-0.0723058	TMEM248	transmembrane protein 248
202866_at	-0.07350797	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
220367_s_at	0.06537105	SAP130	Sin3A associated protein 130
208932_at	0.07942093	PPP4C	protein phosphatase 4 catalytic subunit
214943_s_at	-0.11540401	ARID4B///RBM34	AT-rich interaction domain 4B///RNA binding motif protein 34
217997_at	-0.06305398	PHLDA1	pleckstrin homology like domain family A member 1
216311_at	0.0933576	OVOL3	ovo like zinc finger 3
221665_s_at	0.07054142	EPS8L1	EPS8 like 1
210677_at	0.06344677	SOAT2	sterol O-acyltransferase 2
201982_s_at	0.10617838	PAPPA	pappalysin 1
213810_s_at	0.11040638	AKIRIN2	akirin 2
203591_s_at	0.09693154	CSF3R	colony stimulating factor 3 receptor
222055_at	0.09601959	FAHD2CP///FAHD2B///FAHD2A	fumarylacetoacetate hydrolase domain containing 2C, pseudogene///fumarylacetoacetate hydrolase domain containing 2B///fumarylacetoacetate hydrolase domain containing 2A
216833_x_at	0.10476892	GYPB	glycophorin B (MNS blood group)
220035_at	0.10231567	NUP210	nucleoporin 210
201563_at	-0.07443369	SORD	sorbitol dehydrogenase
216747_at	-0.07391814	APBB2	amyloid beta precursor protein binding family B member 2
205570_at	0.09999327	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
219210_s_at	-0.10904412	RAB8B	RAB8B, member RAS oncogene family
214663_at	0.07918555	DSTYK	dual serine/threonine and tyrosine protein kinase
201245_s_at	-0.08800552	LOC101927673///OTUB1	uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1
218719_s_at	0.09418951	GINS3	GINS complex subunit 3
79005_at	0.05984637	SLC35E1	solute carrier family 35 member E1
220560_at	0.06663322	C11orf21	chromosome 11 open reading frame 21
205520_at	-0.09885178	STRN	striatin
201065_s_at	-0.12468035	GTF2IP4///GTF2IP1///GTF2I	general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi
218164_at	0.07216922	SPATA20	spermatogenesis associated 20
221677_s_at	-0.08890192	DONSON	downstream neighbor of SON
214584_x_at	0.09247377	ACACB	acetyl-CoA carboxylase beta
219870_at	0.11924845	ATF7IP2	activating transcription factor 7 interacting protein 2
215734_at	0.09557309	IZUMO4	IZUMO family member 4
213308_at	-0.05871416	SHANK2	SH3 and multiple ankyrin repeat domains 2
207993_s_at	0.12403795	CHP1	calcineurin like EF-hand protein 1
202455_at	0.10826965	HDAC5	histone deacetylase 5
218295_s_at	0.0736563	NUP50	nucleoporin 50
212725_s_at	-0.07403415	TUG1	taurine up-regulated 1 (non-protein coding)
218400_at	-0.09478891	OAS3	2'-5'-oligoadenylate synthetase 3
214758_at	0.10934244	DCAF4	DDB1 and CUL4 associated factor 4
214150_x_at	-0.09089652	ATP6V0E1	ATPase H+ transporting V0 subunit e1
217264_s_at	-0.0819844	SCNN1A	sodium channel epithelial 1 alpha subunit
209332_s_at	-0.055251	MAX	MYC associated factor X
222300_at	-0.09727094		
214246_x_at	-0.09895537	MINK1	misshapen like kinase 1
205835_s_at	0.09035599	YTHDC2	YTH domain containing 2
206468_s_at	0.06714944	METTL13	methyltransferase like 13
209108_at	0.07179902	TSPAN6	tetraspanin 6
215359_x_at	0.07476415	LOC101060181///ZNF44	zinc finger protein ZnFP12///zinc finger protein 44
206716_at	0.09496551	UMOD	uromodulin
215723_s_at	-0.1222163	PLD1	phospholipase D1
206698_at	-0.1080489	XK	X-linked Kx blood group
218716_x_at	0.06747222	MTO1	mitochondrial tRNA translation optimization 1
205555_s_at	0.10666036	MSX2	msh homeobox 2
209386_at	-0.0929702	TM4SF1	transmembrane 4 L six family member 1
216380_x_at	0.05317102		
217828_at	-0.09357941	SLTM	SAFB like transcription modulator
215586_at	0.08952289		
221073_s_at	-0.09087419	NOD1	nucleotide binding oligomerization domain containing 1
208977_x_at	-0.134848	TUBB4B	tubulin beta 4B class IVb
203951_at	-0.12522213	CNN1	calponin 1
208714_at	0.09295173	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
202277_at	-0.06600302	SPTLC1	serine palmitoyltransferase long chain base subunit 1
212023_s_at	-0.10739114	MKI67	marker of proliferation Ki-67
218364_at	0.08224102	LRRFIP2	LRR binding FLII interacting protein 2
206822_s_at	0.08493937	L3MBTL1	l(3)mbt-like 1 (Drosophila)
201974_s_at	0.07130531	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
215415_s_at	0.08111464	LYST	lysosomal trafficking regulator
216584_at	-0.08603018		
206699_x_at	0.07655381	NPAS1	neuronal PAS domain protein 1
212873_at	0.07618064	ARHGAP45	Rho GTPase activating protein 45
204314_s_at	0.08300973	CREB1	cAMP responsive element binding protein 1
206963_s_at	0.10105738	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)
204918_s_at	0.06513265	MLLT3	MLLT3, super elongation complex subunit
214011_s_at	0.08747057	NOP16	NOP16 nucleolar protein
219283_at	0.07230554	C1GALT1C1	C1GALT1 specific chaperone 1
211142_x_at	-0.0666295	HLA-DOA	major histocompatibility complex, class II, DO alpha
222198_at	-0.0802556		
214613_at	-0.07317551	GPR3	G protein-coupled receptor 3
220672_at	0.09920982	PPP4R4	protein phosphatase 4 regulatory subunit 4
218060_s_at	-0.08844664	USB1	U6 snRNA biogenesis phosphodiesterase 1
211194_s_at	-0.09266731	TP63	tumor protein p63
217806_s_at	0.09477322	POLDIP2	DNA polymerase delta interacting protein 2
217715_x_at	0.06561919		
205929_at	0.06828077	GPA33	glycoprotein A33
205001_s_at	0.06811213	DDX3Y	DEAD-box helicase 3, Y-linked
211982_x_at	0.07054125	XPO6	exportin 6
211033_s_at	-0.07046924	PEX7	peroxisomal biogenesis factor 7
214324_at	0.07050889	GP2	glycoprotein 2
219149_x_at	-0.08400315	DBR1	debranching RNA lariats 1
210520_at	0.09296761	FETUB	fetuin B
211568_at	0.11818886	ADGRB3	adhesion G protein-coupled receptor B3
206386_at	-0.11819465	SERPINA7	serpin family A member 7
216465_at	-0.08957526		
211256_x_at	0.08421157	BTN2A1	butyrophilin subfamily 2 member A1
209089_at	-0.06392669	RAB5A	RAB5A, member RAS oncogene family
207700_s_at	-0.05805328	NCOA3	nuclear receptor coactivator 3
217816_s_at	-0.08308342	PCNP	PEST proteolytic signal containing nuclear protein
219875_s_at	0.11411798	DESI2	desumoylating isopeptidase 2
205590_at	0.10449628	RASGRP1	RAS guanyl releasing protein 1
220343_at	0.1461332	PDE7B	phosphodiesterase 7B
210795_s_at	-0.08439233		
204296_at	-0.10591206	SLC4A5	solute carrier family 4 member 5
206584_at	0.09642196	LY96	lymphocyte antigen 96
213551_x_at	0.08885513	PCGF2	polycomb group ring finger 2
207951_at	0.07533025	CSN2	casein beta
221783_at	0.06490947	WIZ	widely interspaced zinc finger motifs
208934_s_at	-0.08920153	LGALS8	galectin 8
200947_s_at	-0.12939056	GLUD1	glutamate dehydrogenase 1
207625_s_at	-0.06987067	CBFA2T2	CBFA2/RUNX1 translocation partner 2
218920_at	-0.06591364	FAM193B	family with sequence similarity 193 member B
201944_at	-0.0724118	HEXB	hexosaminidase subunit beta
207500_at	0.11212681	CASP5	caspase 5
215222_x_at	0.07264498	MACF1	microtubule-actin crosslinking factor 1
202785_at	-0.09259469	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
219173_at	0.11529888	MYO15B	myosin XVB
221057_at	0.08854782	SPATA1	spermatogenesis associated 1
209970_x_at	0.05247019	CASP1	caspase 1
208813_at	0.06080261	GOT1	glutamic-oxaloacetic transaminase 1
209310_s_at	0.08995703	CASP4	caspase 4
215952_s_at	0.11684462	OAZ1	ornithine decarboxylase antizyme 1
207961_x_at	0.08377116	MYH11	myosin heavy chain 11
215846_at	0.09781498		
219457_s_at	-0.10846019	RIN3	Ras and Rab interactor 3
216350_s_at	-0.10152478	ZNF10	zinc finger protein 10
208162_s_at	0.07254719		
219642_s_at	0.07398899	PEX5L	peroxisomal biogenesis factor 5 like
213789_at	0.07124213	EBP	emopamil binding protein (sterol isomerase)
221674_s_at	0.0547415	CHRD	chordin
211450_s_at	0.07569513	MSH6	mutS homolog 6
202163_s_at	0.08057654	CNOT8	CCR4-NOT transcription complex subunit 8
206028_s_at	0.1018352	MERTK	MER proto-oncogene, tyrosine kinase
214918_at	0.07622546	HNRNPM	heterogeneous nuclear ribonucleoprotein M
200815_s_at	-0.06860638	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
210044_s_at	0.07772445	LYL1	LYL1, basic helix-loop-helix family member
212485_at	0.05859213	GPATCH8	G-patch domain containing 8
200765_x_at	0.09058478	CTNNA1	catenin alpha 1
208573_s_at	0.06993378	OR2H2	olfactory receptor family 2 subfamily H member 2
221638_s_at	0.12111919	STX16	syntaxin 16
205993_s_at	-0.11241071	TBX2	T-box 2
210833_at	0.13532519	PTGER3	prostaglandin E receptor 3
220576_at	-0.06999877	PGAP1	post-GPI attachment to proteins 1
204859_s_at	-0.06308862	APAF1	apoptotic peptidase activating factor 1
219903_s_at	0.07659026	CYP2C8	cytochrome P450 family 2 subfamily C member 8
207516_at	-0.09165841	CHRNB4	cholinergic receptor nicotinic beta 4 subunit
200942_s_at	-0.08432626	HSBP1	heat shock factor binding protein 1
215541_s_at	0.0936845	DIAPH1	diaphanous related formin 1
211284_s_at	-0.09902541	GRN	granulin
221979_at	0.0707488	TOPORS-AS1	TOPORS antisense RNA 1
220154_at	-0.1258904	DST	dystonin
218550_s_at	0.0737247	LRRC20	leucine rich repeat containing 20
220076_at	0.12541527	ANKH	ANKH inorganic pyrophosphate transport regulator
200615_s_at	0.11498675	AP2B1	adaptor related protein complex 2 beta 1 subunit
203892_at	0.06923502	WFDC2	WAP four-disulfide core domain 2
217404_s_at	-0.15353245	COL2A1	collagen type II alpha 1 chain
217671_at	0.0902012	DSERG1	Down syndrome encephalopathy related protein 1
208255_s_at	0.08426764	FKBP8	FK506 binding protein 8
205676_at	-0.08660566	CYP27B1	cytochrome P450 family 27 subfamily B member 1
202740_at	0.09605152	ABHD14A-ACY1///ACY1	ABHD14A-ACY1 readthrough///aminoacylase 1
203900_at	0.08573615	SZT2	seizure threshold 2 homolog (mouse)
202715_at	0.10275782	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
204602_at	-0.0819028	DKK1	dickkopf WNT signaling pathway inhibitor 1
203189_s_at	0.11542009	MIR7113///MIR4691///NDUFS8	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
203270_at	-0.08846722	DTYMK	deoxythymidylate kinase
203365_s_at	0.0652125	MMP15	matrix metallopeptidase 15
211017_s_at	0.08187215	NF2	neurofibromin 2
220738_s_at	0.07855835	RPS6KA6	ribosomal protein S6 kinase A6
209141_at	0.0513287	UBE2G1	ubiquitin conjugating enzyme E2 G1
211169_s_at	-0.16529803	PPP1R3A	protein phosphatase 1 regulatory subunit 3A
214670_at	0.10504571	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
205572_at	0.09968292	ANGPT2	angiopoietin 2
215196_at	0.07080676	GUSBP11	glucuronidase, beta pseudogene 11
215991_s_at	0.10764586	EMC1	ER membrane protein complex subunit 1
212121_at	0.06626987	TCTN3	tectonic family member 3
213542_at	-0.0538947	ZNF710	zinc finger protein 710
210177_at	0.08570214	TRIM15	tripartite motif containing 15
221005_s_at	0.10186949	PTDSS2	phosphatidylserine synthase 2
209059_s_at	-0.1609636	EDF1	endothelial differentiation related factor 1
217114_at	0.07423259	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
215968_at	0.09400047		
210617_at	0.09189959	PHEX	phosphate regulating endopeptidase homolog, X-linked
220049_s_at	0.06374744	PDCD1LG2	programmed cell death 1 ligand 2
203193_at	-0.07401828	ESRRA	estrogen related receptor alpha
206249_at	0.0840929	MAP3K13	mitogen-activated protein kinase kinase kinase 13
218052_s_at	-0.08057616	ATP13A1	ATPase 13A1
208428_at	0.08442023	TAP2	transporter 2, ATP binding cassette subfamily B member
201757_at	-0.1111775	RPL10///NDUFS5	ribosomal protein L10///NADH:ubiquinone oxidoreductase subunit S5
217130_at	0.07474439		
201089_at	0.06762597	ATP6V1B2	ATPase H+ transporting V1 subunit B2
221035_s_at	0.06739431	TEX14	testis expressed 14, intercellular bridge forming factor
217988_at	-0.07414931	CCNB1IP1	cyclin B1 interacting protein 1
210411_s_at	0.09960605	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B
202814_s_at	-0.08359092	HEXIM1	hexamethylene bisacetamide inducible 1
214994_at	-0.09162202	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
202319_at	-0.08975049	SENP6	SUMO1/sentrin specific peptidase 6
201914_s_at	0.06524759	SEC63	SEC63 homolog, protein translocation regulator
200610_s_at	-0.07309231	NCL	nucleolin
200941_at	-0.05476494	HSBP1	heat shock factor binding protein 1
201019_s_at	-0.06554748	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
222076_at	0.0699883	HBEGF	heparin binding EGF like growth factor
209975_at	-0.09726935	CYP2E1	cytochrome P450 family 2 subfamily E member 1
211549_s_at	-0.11489246	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
217458_at	0.09184023		
210994_x_at	0.08297524	TRIM23	tripartite motif containing 23
201199_s_at	0.06826745	PSMD1	proteasome 26S subunit, non-ATPase 1
206814_at	0.0814051	NGF	nerve growth factor
216554_s_at	0.11938424	ENO1	enolase 1
212597_s_at	-0.06449955	HMGXB4	HMG-box containing 4
216940_x_at	0.13300283	YBX1	Y-box binding protein 1
220755_s_at	0.07224015	C6orf48	chromosome 6 open reading frame 48
217866_at	0.05896884	CPSF7	cleavage and polyadenylation specific factor 7
201748_s_at	0.07867989	SAFB	scaffold attachment factor B
215815_at	-0.08884403	BUD31	BUD31 homolog
219792_at	0.06291316	AGMAT	agmatinase
205901_at	-0.10645177	PNOC	prepronociceptin
218384_at	0.09412234	CARHSP1	calcium regulated heat stable protein 1
210708_x_at	0.06954975	CASP10	caspase 10
210347_s_at	0.09563604	BCL11A	B-cell CLL/lymphoma 11A
222014_x_at	0.07441289	MTO1	mitochondrial tRNA translation optimization 1
221969_at	-0.08151286	PAX5	paired box 5
210450_at	0.11224541	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene)
220345_at	-0.12461792	LRRTM4	leucine rich repeat transmembrane neuronal 4
50965_at	0.07487373	RAB26	RAB26, member RAS oncogene family
221148_at	0.07398501		
214722_at	-0.10980623	NOTCH2NL	notch 2 N-terminal like
217237_at	-0.10408504	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)
216272_x_at	0.07853786	SYDE1	synapse defective Rho GTPase homolog 1
206099_at	0.09242559	PRKCH	protein kinase C eta
212798_s_at	0.07295694	ANKMY2	ankyrin repeat and MYND domain containing 2
216613_at	0.0824173		
208146_s_at	0.10630072	CPVL	carboxypeptidase, vitellogenic like
219008_at	0.07420371	LDAH	lipid droplet associated hydrolase
217210_at	0.08871597		
202523_s_at	0.08685765	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
220108_at	0.09001105	GNA14	G protein subunit alpha 14
213490_s_at	-0.08989357	MAP2K2	mitogen-activated protein kinase kinase 2
220869_at	0.06912351	UBA6	ubiquitin like modifier activating enzyme 6
220589_s_at	-0.13586053	LOC100507424///ITFG2	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
203141_s_at	0.08279335	AP3B1	adaptor related protein complex 3 beta 1 subunit
205545_x_at	0.08480228	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
201858_s_at	0.11569437	SRGN	serglycin
220469_at	0.08465682	COPE	coatomer protein complex subunit epsilon
221355_at	0.09053624	CHRNG	cholinergic receptor nicotinic gamma subunit
206434_at	-0.09197073	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
209982_s_at	-0.09312623	NRXN2	neurexin 2
211463_at	0.1124244	ZIC4	Zic family member 4
218929_at	0.0905429	CDKN2AIP	CDKN2A interacting protein
216114_at	0.08191207	NCKIPSD	NCK interacting protein with SH3 domain
212869_x_at	0.05730532	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
215921_at	-0.06623785	NPIPA5///NPIPB6///NPIPB8///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3
209961_s_at	-0.11996314	HGF	hepatocyte growth factor
212631_at	0.10599552	STX7	syntaxin 7
AFFX-DapX-5_at	0.06358081		
207841_at	0.11842743	SPIN2A	spindlin family member 2A
214156_at	-0.10408279	MYRIP	myosin VIIA and Rab interacting protein
213836_s_at	0.0944286	WIPI1	WD repeat domain, phosphoinositide interacting 1
211529_x_at	-0.13908506	HLA-G	major histocompatibility complex, class I, G
220842_at	0.08155569	AHI1	Abelson helper integration site 1
216390_at	0.07526228	LCAT	lecithin-cholesterol acyltransferase
203449_s_at	-0.1117587	TERF1	telomeric repeat binding factor 1
220851_at	0.09019946		
217439_at	0.08421486	LOC101928278	uncharacterized LOC101928278
218444_at	0.07775022	ALG12	ALG12, alpha-1,6-mannosyltransferase
220988_s_at	-0.09352538	C1QTNF3	C1q and tumor necrosis factor related protein 3
32042_at	0.08892734	ENOX2	ecto-NOX disulfide-thiol exchanger 2
215547_at	0.06755236	TSC22D2	TSC22 domain family member 2
200021_at	-0.09204493	CFL1	cofilin 1
219303_at	0.07068165	RNF219	ring finger protein 219
211054_at	-0.11268664	INVS	inversin
202293_at	0.08442383	STAG1	stromal antigen 1
216514_at	0.05958457		
213566_at	-0.10367915	RNASE6	ribonuclease A family member k6
55065_at	0.08658393	MARK4	microtubule affinity regulating kinase 4
217025_s_at	0.07587095	DBN1	drebrin 1
200877_at	-0.06999182	CCT4	chaperonin containing TCP1 subunit 4
220915_s_at	0.08233891		
205333_s_at	0.09169697	RCE1	Ras converting CAAX endopeptidase 1
219703_at	0.0720971	MNS1	meiosis specific nuclear structural 1
203125_x_at	-0.06778182	SLC11A2	solute carrier family 11 member 2
205795_at	-0.06368076	NRXN3	neurexin 3
215234_at	0.0782706	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A
